Descriptor Name,Root Category,Descriptor Name Lower
Radiation Exposure,['G' 'N'],radiation exposure
Radiation Fibrosis Syndrome,['C' 'G' 'N'],radiation fibrosis syndrome
Radiation Genetics,['H' 'N'],radiation genetics
Radiation Genomics,['H'],radiation genomics
Radiation Hybrid Mapping,['E'],radiation hybrid mapping
Radiation Injuries,['C' 'G' 'N'],radiation injuries
"Radiation Injuries, Experimental",['C' 'E' 'G' 'N'],"radiation injuries, experimental"
Radiation Leukemia Virus,['B'],radiation leukemia virus
Radiation Monitoring,['E' 'N'],radiation monitoring
Radiation Oncologists,['M' 'N'],radiation oncologists
Radiation Oncology,['H'],radiation oncology
Radiation Pneumonitis,['C' 'G'],radiation pneumonitis
Radiation Protection,['N'],radiation protection
Radiation Tolerance,['G'],radiation tolerance
"Radiation, Ionizing",['G'],"radiation, ionizing"
"Radiation, Nonionizing",['G'],"radiation, nonionizing"
Radiation-Protective Agents,['D'],radiation-protective agents
Radiation-Sensitizing Agents,['D'],radiation-sensitizing agents
Radicular Cyst,['C'],radicular cyst
Radiculopathy,['C'],radiculopathy
Radiesthesia,['E'],radiesthesia
Radio,['J' 'L'],radio
Radio Frequency Identification Device,['E' 'N'],radio frequency identification device
Radio Waves,['G'],radio waves
Radioactive Fallout,['D' 'N'],radioactive fallout
Radioactive Hazard Release,['N'],radioactive hazard release
Radioactive Pollutants,['D'],radioactive pollutants
Radioactive Tracers,['D'],radioactive tracers
Radioactive Waste,['D' 'N'],radioactive waste
Radioactivity,['G'],radioactivity
Radioallergosorbent Test,['E'],radioallergosorbent test
Radiobiology,['H'],radiobiology
Radiochemistry,['H'],radiochemistry
Radiodermatitis,['C' 'G'],radiodermatitis
Radiofrequency Ablation,['E'],radiofrequency ablation
Radiofrequency Therapy,['E'],radiofrequency therapy
Radiographic Image Enhancement,['E' 'L'],radiographic image enhancement
"Radiographic Image Interpretation, Computer-Assisted",['E' 'L'],"radiographic image interpretation, computer-assisted"
Radiographic Magnification,['E'],radiographic magnification
Radiography,['E'],radiography
"Radiography, Abdominal",['E'],"radiography, abdominal"
"Radiography, Bitewing",['E'],"radiography, bitewing"
"Radiography, Dental",['E'],"radiography, dental"
"Radiography, Dental, Digital",['E'],"radiography, dental, digital"
"Radiography, Dual-Energy Scanned Projection",['E' 'L'],"radiography, dual-energy scanned projection"
"Radiography, Interventional",['E'],"radiography, interventional"
"Radiography, Panoramic",['E'],"radiography, panoramic"
"Radiography, Thoracic",['E'],"radiography, thoracic"
Radioimmunoassay,['E'],radioimmunoassay
Radioimmunodetection,['E'],radioimmunodetection
Radioimmunoprecipitation Assay,['E'],radioimmunoprecipitation assay
Radioimmunosorbent Test,['E'],radioimmunosorbent test
Radioimmunotherapy,['E'],radioimmunotherapy
Radioisotope Dilution Technique,['E'],radioisotope dilution technique
Radioisotope Renography,['E'],radioisotope renography
Radioisotope Teletherapy,['E'],radioisotope teletherapy
Radioisotopes,['D'],radioisotopes
Radioligand Assay,['E'],radioligand assay
Radiologic Health,['N'],radiologic health
Radiologic and Imaging Nursing,['H'],radiologic and imaging nursing
Radiologists,['M' 'N'],radiologists
Radiology,['H'],radiology
"Radiology Department, Hospital",['N'],"radiology department, hospital"
Radiology Information Systems,['N'],radiology information systems
"Radiology, Interventional",['H'],"radiology, interventional"
Radiometric Dating,['E'],radiometric dating
Radiometry,['E'],radiometry
Radionuclide Angiography,['E'],radionuclide angiography
Radionuclide Generators,['E'],radionuclide generators
Radionuclide Imaging,['E'],radionuclide imaging
Radionuclide Ventriculography,['E'],radionuclide ventriculography
Radiopharmaceuticals,['D'],radiopharmaceuticals
Radiostereometric Analysis,['E'],radiostereometric analysis
Radiosurgery,['E'],radiosurgery
Radiotherapy,['E'],radiotherapy
Radiotherapy Dosage,['E'],radiotherapy dosage
"Radiotherapy Planning, Computer-Assisted",['E' 'L'],"radiotherapy planning, computer-assisted"
Radiotherapy Setup Errors,['E' 'N'],radiotherapy setup errors
"Radiotherapy, Adjuvant",['E'],"radiotherapy, adjuvant"
"Radiotherapy, Computer-Assisted",['E' 'L'],"radiotherapy, computer-assisted"
"Radiotherapy, Conformal",['E' 'L'],"radiotherapy, conformal"
"Radiotherapy, High-Energy",['E'],"radiotherapy, high-energy"
"Radiotherapy, Image-Guided",['E'],"radiotherapy, image-guided"
"Radiotherapy, Intensity-Modulated",['E' 'L'],"radiotherapy, intensity-modulated"
Radium,['D'],radium
Radius,['A'],radius
Radius Fractures,['C'],radius fractures
Radon,['D'],radon
Radon Daughters,['D'],radon daughters
Raffinose,['D'],raffinose
Rafoxanide,['D'],rafoxanide
Rage,['F'],rage
Rahnella,['B'],rahnella
Railroads,['J'],railroads
Rain,['G' 'N'],rain
Rainforest,['G' 'N'],rainforest
Raloxifene Hydrochloride,['D'],raloxifene hydrochloride
Ralstonia,['B'],ralstonia
Ralstonia pickettii,['B'],ralstonia pickettii
Ralstonia solanacearum,['B'],ralstonia solanacearum
Raltegravir Potassium,['D'],raltegravir potassium
Ramipril,['D'],ramipril
Rana catesbeiana,['B'],rana catesbeiana
Rana clamitans,['B'],rana clamitans
Rana esculenta,['B'],rana esculenta
Rana pipiens,['B'],rana pipiens
Rana ridibunda,['B'],rana ridibunda
Rana temporaria,['B'],rana temporaria
Ranavirus,['B'],ranavirus
Random Allocation,['E' 'N'],random allocation
Random Amplified Polymorphic DNA Technique,['E'],random amplified polymorphic dna technique
Randomized Controlled Trial,['V'],randomized controlled trial
"Randomized Controlled Trial, Veterinary",['V'],"randomized controlled trial, veterinary"
Randomized Controlled Trials as Topic,['E' 'N'],randomized controlled trials as topic
"Range of Motion, Articular",['E' 'G'],"range of motion, articular"
Ranibizumab,['D'],ranibizumab
Ranidae,['B'],ranidae
Ranitidine,['D'],ranitidine
Ranolazine,['D'],ranolazine
Ranula,['C'],ranula
Ranunculaceae,['B'],ranunculaceae
Ranunculales,['B'],ranunculales
Ranunculus,['B'],ranunculus
Ranvier's Nodes,['A'],ranvier's nodes
Rapamycin-Insensitive Companion of mTOR Protein,['D'],rapamycin-insensitive companion of mtor protein
Rape,['I'],rape
Rapeseed Oil,['D'],rapeseed oil
Raphanus,['B'],raphanus
Raphe Nuclei,['A'],raphe nuclei
Rapid On-site Evaluation,['N'],rapid on-site evaluation
Rapid Sequence Induction and Intubation,['E'],rapid sequence induction and intubation
Rappaport,['B'],rappaport
Raptors,['B'],raptors
Rare Books,['L'],rare books
Rare Diseases,['C'],rare diseases
Ras Homolog Enriched in Brain Protein,['D'],ras homolog enriched in brain protein
Rat-Bite Fever,['C'],rat-bite fever
Rate Setting and Review,['N'],rate setting and review
Ratibida,['B'],ratibida
Rationalization,['F'],rationalization
Rats,['B'],rats
"Rats, Brattleboro",['B'],"rats, brattleboro"
"Rats, Gunn",['B'],"rats, gunn"
"Rats, Hairless",['B'],"rats, hairless"
"Rats, Inbred ACI",['B'],"rats, inbred aci"
"Rats, Inbred BB",['B'],"rats, inbred bb"
"Rats, Inbred BN",['B'],"rats, inbred bn"
"Rats, Inbred BUF",['B'],"rats, inbred buf"
"Rats, Inbred Dahl",['B'],"rats, inbred dahl"
"Rats, Inbred F344",['B'],"rats, inbred f344"
"Rats, Inbred LEC",['B'],"rats, inbred lec"
"Rats, Inbred Lew",['B'],"rats, inbred lew"
"Rats, Inbred OLETF",['B'],"rats, inbred oletf"
"Rats, Inbred SHR",['B'],"rats, inbred shr"
"Rats, Inbred Strains",['B'],"rats, inbred strains"
"Rats, Inbred WF",['B'],"rats, inbred wf"
"Rats, Inbred WKY",['B'],"rats, inbred wky"
"Rats, Long-Evans",['B'],"rats, long-evans"
"Rats, Mutant Strains",['B'],"rats, mutant strains"
"Rats, Nude",['B'],"rats, nude"
"Rats, Sprague-Dawley",['B'],"rats, sprague-dawley"
"Rats, Transgenic",['B'],"rats, transgenic"
"Rats, Wistar",['B'],"rats, wistar"
"Rats, Zucker",['B'],"rats, zucker"
Rauscher Virus,['B'],rauscher virus
Rauwolfia,['B'],rauwolfia
Raw Foods,['G' 'J'],raw foods
Raynaud Disease,['C'],raynaud disease
Razoxane,['D'],razoxane
Re-Epithelialization,['G'],re-epithelialization
Re-Irradiation,['E'],re-irradiation
Reaction Time,['E' 'F' 'G'],reaction time
Reactive Attachment Disorder,['F'],reactive attachment disorder
Reactive Inhibition,['F'],reactive inhibition
Reactive Nitrogen Species,['D'],reactive nitrogen species
Reactive Oxygen Species,['D'],reactive oxygen species
Reading,['L'],reading
Reading Frames,['G'],reading frames
"Reagent Kits, Diagnostic",['D' 'E'],"reagent kits, diagnostic"
Reagent Strips,['D' 'E'],reagent strips
Reagins,['D'],reagins
Real-Time Polymerase Chain Reaction,['E'],real-time polymerase chain reaction
Reality Testing,['F'],reality testing
Reality Therapy,['F'],reality therapy
Reassortant Viruses,['B'],reassortant viruses
Reboxetine,['D'],reboxetine
Rec A Recombinases,['D'],rec a recombinases
RecQ Helicases,['D'],recq helicases
Receptor Activator of Nuclear Factor-kappa B,['D'],receptor activator of nuclear factor-kappa b
Receptor Activity-Modifying Protein 1,['D'],receptor activity-modifying protein 1
Receptor Activity-Modifying Protein 2,['D'],receptor activity-modifying protein 2
Receptor Activity-Modifying Protein 3,['D'],receptor activity-modifying protein 3
Receptor Activity-Modifying Proteins,['D'],receptor activity-modifying proteins
Receptor Aggregation,['G'],receptor aggregation
Receptor Cross-Talk,['G'],receptor cross-talk
Receptor Protein-Tyrosine Kinases,['D'],receptor protein-tyrosine kinases
Receptor Tyrosine Kinase-like Orphan Receptors,['D'],receptor tyrosine kinase-like orphan receptors
Receptor for Advanced Glycation End Products,['D'],receptor for advanced glycation end products
"Receptor, Adenosine A1",['D'],"receptor, adenosine a1"
"Receptor, Adenosine A2A",['D'],"receptor, adenosine a2a"
"Receptor, Adenosine A2B",['D'],"receptor, adenosine a2b"
"Receptor, Adenosine A3",['D'],"receptor, adenosine a3"
"Receptor, Anaphylatoxin C5a",['D'],"receptor, anaphylatoxin c5a"
"Receptor, Angiotensin, Type 1",['D'],"receptor, angiotensin, type 1"
"Receptor, Angiotensin, Type 2",['D'],"receptor, angiotensin, type 2"
"Receptor, Bradykinin B1",['D'],"receptor, bradykinin b1"
"Receptor, Bradykinin B2",['D'],"receptor, bradykinin b2"
"Receptor, Cannabinoid, CB1",['D'],"receptor, cannabinoid, cb1"
"Receptor, Cannabinoid, CB2",['D'],"receptor, cannabinoid, cb2"
"Receptor, Cholecystokinin A",['D'],"receptor, cholecystokinin a"
"Receptor, Cholecystokinin B",['D'],"receptor, cholecystokinin b"
"Receptor, Ciliary Neurotrophic Factor",['D'],"receptor, ciliary neurotrophic factor"
"Receptor, Endothelin A",['D'],"receptor, endothelin a"
"Receptor, Endothelin B",['D'],"receptor, endothelin b"
"Receptor, EphA1",['D'],"receptor, epha1"
"Receptor, EphA2",['D'],"receptor, epha2"
"Receptor, EphA3",['D'],"receptor, epha3"
"Receptor, EphA4",['D'],"receptor, epha4"
"Receptor, EphA5",['D'],"receptor, epha5"
"Receptor, EphA6",['D'],"receptor, epha6"
"Receptor, EphA7",['D'],"receptor, epha7"
"Receptor, EphA8",['D'],"receptor, epha8"
"Receptor, EphB1",['D'],"receptor, ephb1"
"Receptor, EphB2",['D'],"receptor, ephb2"
"Receptor, EphB3",['D'],"receptor, ephb3"
"Receptor, EphB4",['D'],"receptor, ephb4"
"Receptor, EphB5",['D'],"receptor, ephb5"
"Receptor, EphB6",['D'],"receptor, ephb6"
"Receptor, ErbB-2",['D'],"receptor, erbb-2"
"Receptor, ErbB-3",['D'],"receptor, erbb-3"
"Receptor, ErbB-4",['D'],"receptor, erbb-4"
"Receptor, Fibroblast Growth Factor, Type 1",['D'],"receptor, fibroblast growth factor, type 1"
"Receptor, Fibroblast Growth Factor, Type 2",['D'],"receptor, fibroblast growth factor, type 2"
"Receptor, Fibroblast Growth Factor, Type 3",['D'],"receptor, fibroblast growth factor, type 3"
"Receptor, Fibroblast Growth Factor, Type 4",['D'],"receptor, fibroblast growth factor, type 4"
"Receptor, Fibroblast Growth Factor, Type 5",['D'],"receptor, fibroblast growth factor, type 5"
"Receptor, Galanin, Type 1",['D'],"receptor, galanin, type 1"
"Receptor, Galanin, Type 2",['D'],"receptor, galanin, type 2"
"Receptor, Galanin, Type 3",['D'],"receptor, galanin, type 3"
"Receptor, IGF Type 1",['D'],"receptor, igf type 1"
"Receptor, IGF Type 2",['D'],"receptor, igf type 2"
"Receptor, Insulin",['D'],"receptor, insulin"
"Receptor, Interferon alpha-beta",['D'],"receptor, interferon alpha-beta"
"Receptor, Macrophage Colony-Stimulating Factor",['D'],"receptor, macrophage colony-stimulating factor"
"Receptor, Melanocortin, Type 1",['D'],"receptor, melanocortin, type 1"
"Receptor, Melanocortin, Type 2",['D'],"receptor, melanocortin, type 2"
"Receptor, Melanocortin, Type 3",['D'],"receptor, melanocortin, type 3"
"Receptor, Melanocortin, Type 4",['D'],"receptor, melanocortin, type 4"
"Receptor, Melatonin, MT1",['D'],"receptor, melatonin, mt1"
"Receptor, Melatonin, MT2",['D'],"receptor, melatonin, mt2"
"Receptor, Metabotropic Glutamate 5",['D'],"receptor, metabotropic glutamate 5"
"Receptor, Muscarinic M1",['D'],"receptor, muscarinic m1"
"Receptor, Muscarinic M2",['D'],"receptor, muscarinic m2"
"Receptor, Muscarinic M3",['D'],"receptor, muscarinic m3"
"Receptor, Muscarinic M4",['D'],"receptor, muscarinic m4"
"Receptor, Muscarinic M5",['D'],"receptor, muscarinic m5"
"Receptor, Nerve Growth Factor",['D'],"receptor, nerve growth factor"
"Receptor, Notch1",['D'],"receptor, notch1"
"Receptor, Notch2",['D'],"receptor, notch2"
"Receptor, Notch3",['D'],"receptor, notch3"
"Receptor, Notch4",['D'],"receptor, notch4"
"Receptor, PAR-1",['D'],"receptor, par-1"
"Receptor, PAR-2",['D'],"receptor, par-2"
"Receptor, Parathyroid Hormone, Type 1",['D'],"receptor, parathyroid hormone, type 1"
"Receptor, Parathyroid Hormone, Type 2",['D'],"receptor, parathyroid hormone, type 2"
"Receptor, Platelet-Derived Growth Factor alpha",['D'],"receptor, platelet-derived growth factor alpha"
"Receptor, Platelet-Derived Growth Factor beta",['D'],"receptor, platelet-derived growth factor beta"
"Receptor, Serotonin, 5-HT1A",['D'],"receptor, serotonin, 5-ht1a"
"Receptor, Serotonin, 5-HT1B",['D'],"receptor, serotonin, 5-ht1b"
"Receptor, Serotonin, 5-HT1D",['D'],"receptor, serotonin, 5-ht1d"
"Receptor, Serotonin, 5-HT2A",['D'],"receptor, serotonin, 5-ht2a"
"Receptor, Serotonin, 5-HT2B",['D'],"receptor, serotonin, 5-ht2b"
"Receptor, Serotonin, 5-HT2C",['D'],"receptor, serotonin, 5-ht2c"
"Receptor, TIE-1",['D'],"receptor, tie-1"
"Receptor, TIE-2",['D'],"receptor, tie-2"
"Receptor, Transforming Growth Factor-beta Type I",['D'],"receptor, transforming growth factor-beta type i"
"Receptor, Transforming Growth Factor-beta Type II",['D'],"receptor, transforming growth factor-beta type ii"
"Receptor, trkA",['D'],"receptor, trka"
"Receptor, trkB",['D'],"receptor, trkb"
"Receptor, trkC",['D'],"receptor, trkc"
"Receptor-CD3 Complex, Antigen, T-Cell",['D'],"receptor-cd3 complex, antigen, t-cell"
Receptor-Interacting Protein Serine-Threonine Kinase 2,['D'],receptor-interacting protein serine-threonine kinase 2
Receptor-Interacting Protein Serine-Threonine Kinases,['D'],receptor-interacting protein serine-threonine kinases
Receptor-Like Protein Tyrosine Phosphatases,['D'],receptor-like protein tyrosine phosphatases
"Receptor-Like Protein Tyrosine Phosphatases, Class 1",['D'],"receptor-like protein tyrosine phosphatases, class 1"
"Receptor-Like Protein Tyrosine Phosphatases, Class 2",['D'],"receptor-like protein tyrosine phosphatases, class 2"
"Receptor-Like Protein Tyrosine Phosphatases, Class 3",['D'],"receptor-like protein tyrosine phosphatases, class 3"
"Receptor-Like Protein Tyrosine Phosphatases, Class 4",['D'],"receptor-like protein tyrosine phosphatases, class 4"
"Receptor-Like Protein Tyrosine Phosphatases, Class 5",['D'],"receptor-like protein tyrosine phosphatases, class 5"
"Receptor-Like Protein Tyrosine Phosphatases, Class 7",['D'],"receptor-like protein tyrosine phosphatases, class 7"
"Receptor-Like Protein Tyrosine Phosphatases, Class 8",['D'],"receptor-like protein tyrosine phosphatases, class 8"
Receptors for Activated C Kinase,['D'],receptors for activated c kinase
"Receptors, AMPA",['D'],"receptors, ampa"
"Receptors, Adenosine A2",['D'],"receptors, adenosine a2"
"Receptors, Adipokine",['D'],"receptors, adipokine"
"Receptors, Adiponectin",['D'],"receptors, adiponectin"
"Receptors, Adrenergic",['D'],"receptors, adrenergic"
"Receptors, Adrenergic, alpha",['D'],"receptors, adrenergic, alpha"
"Receptors, Adrenergic, alpha-1",['D'],"receptors, adrenergic, alpha-1"
"Receptors, Adrenergic, alpha-2",['D'],"receptors, adrenergic, alpha-2"
"Receptors, Adrenergic, beta",['D'],"receptors, adrenergic, beta"
"Receptors, Adrenergic, beta-1",['D'],"receptors, adrenergic, beta-1"
"Receptors, Adrenergic, beta-2",['D'],"receptors, adrenergic, beta-2"
"Receptors, Adrenergic, beta-3",['D'],"receptors, adrenergic, beta-3"
"Receptors, Adrenomedullin",['D'],"receptors, adrenomedullin"
"Receptors, Albumin",['D'],"receptors, albumin"
"Receptors, Amino Acid",['D'],"receptors, amino acid"
"Receptors, Androgen",['D'],"receptors, androgen"
"Receptors, Angiotensin",['D'],"receptors, angiotensin"
"Receptors, Antigen",['D'],"receptors, antigen"
"Receptors, Antigen, B-Cell",['D'],"receptors, antigen, b-cell"
"Receptors, Antigen, T-Cell",['D'],"receptors, antigen, t-cell"
"Receptors, Antigen, T-Cell, alpha-beta",['D'],"receptors, antigen, t-cell, alpha-beta"
"Receptors, Antigen, T-Cell, gamma-delta",['D'],"receptors, antigen, t-cell, gamma-delta"
"Receptors, Artificial",['D' 'J'],"receptors, artificial"
"Receptors, Aryl Hydrocarbon",['D'],"receptors, aryl hydrocarbon"
"Receptors, Atrial Natriuretic Factor",['D'],"receptors, atrial natriuretic factor"
"Receptors, Autocrine Motility Factor",['D'],"receptors, autocrine motility factor"
"Receptors, Biogenic Amine",['D'],"receptors, biogenic amine"
"Receptors, Bombesin",['D'],"receptors, bombesin"
"Receptors, Bradykinin",['D'],"receptors, bradykinin"
"Receptors, CCR",['D'],"receptors, ccr"
"Receptors, CCR1",['D'],"receptors, ccr1"
"Receptors, CCR10",['D'],"receptors, ccr10"
"Receptors, CCR2",['D'],"receptors, ccr2"
"Receptors, CCR3",['D'],"receptors, ccr3"
"Receptors, CCR4",['D'],"receptors, ccr4"
"Receptors, CCR5",['D'],"receptors, ccr5"
"Receptors, CCR6",['D'],"receptors, ccr6"
"Receptors, CCR7",['D'],"receptors, ccr7"
"Receptors, CCR8",['D'],"receptors, ccr8"
"Receptors, CXCR",['D'],"receptors, cxcr"
"Receptors, CXCR3",['D'],"receptors, cxcr3"
"Receptors, CXCR4",['D'],"receptors, cxcr4"
"Receptors, CXCR5",['D'],"receptors, cxcr5"
"Receptors, CXCR6",['D'],"receptors, cxcr6"
"Receptors, Calcitonin",['D'],"receptors, calcitonin"
"Receptors, Calcitonin Gene-Related Peptide",['D'],"receptors, calcitonin gene-related peptide"
"Receptors, Calcitriol",['D'],"receptors, calcitriol"
"Receptors, Calcium-Sensing",['D'],"receptors, calcium-sensing"
"Receptors, Cannabinoid",['D'],"receptors, cannabinoid"
"Receptors, Catecholamine",['D'],"receptors, catecholamine"
"Receptors, Cell Surface",['D'],"receptors, cell surface"
"Receptors, Chemokine",['D'],"receptors, chemokine"
"Receptors, Chimeric Antigen",['D'],"receptors, chimeric antigen"
"Receptors, Cholecystokinin",['D'],"receptors, cholecystokinin"
"Receptors, Cholinergic",['D'],"receptors, cholinergic"
"Receptors, Collagen",['D'],"receptors, collagen"
"Receptors, Colony-Stimulating Factor",['D'],"receptors, colony-stimulating factor"
"Receptors, Complement",['D'],"receptors, complement"
"Receptors, Complement 3b",['D'],"receptors, complement 3b"
"Receptors, Complement 3d",['D'],"receptors, complement 3d"
"Receptors, Concanavalin A",['D'],"receptors, concanavalin a"
"Receptors, Coronavirus",['D'],"receptors, coronavirus"
"Receptors, Corticotropin",['D'],"receptors, corticotropin"
"Receptors, Corticotropin-Releasing Hormone",['D'],"receptors, corticotropin-releasing hormone"
"Receptors, Cyclic AMP",['D'],"receptors, cyclic amp"
"Receptors, Cytoadhesin",['D'],"receptors, cytoadhesin"
"Receptors, Cytokine",['D'],"receptors, cytokine"
"Receptors, Cytoplasmic and Nuclear",['D'],"receptors, cytoplasmic and nuclear"
"Receptors, Death Domain",['D'],"receptors, death domain"
"Receptors, Dopamine",['D'],"receptors, dopamine"
"Receptors, Dopamine D1",['D'],"receptors, dopamine d1"
"Receptors, Dopamine D2",['D'],"receptors, dopamine d2"
"Receptors, Dopamine D3",['D'],"receptors, dopamine d3"
"Receptors, Dopamine D4",['D'],"receptors, dopamine d4"
"Receptors, Dopamine D5",['D'],"receptors, dopamine d5"
"Receptors, Drug",['D'],"receptors, drug"
"Receptors, Ectodysplasin",['D'],"receptors, ectodysplasin"
"Receptors, Eicosanoid",['D'],"receptors, eicosanoid"
"Receptors, Endothelin",['D'],"receptors, endothelin"
"Receptors, Enterotoxin",['D'],"receptors, enterotoxin"
"Receptors, Eph Family",['D'],"receptors, eph family"
"Receptors, Epoprostenol",['D'],"receptors, epoprostenol"
"Receptors, Erythropoietin",['D'],"receptors, erythropoietin"
"Receptors, Estradiol",['D'],"receptors, estradiol"
"Receptors, Estrogen",['D'],"receptors, estrogen"
"Receptors, FSH",['D'],"receptors, fsh"
"Receptors, Fc",['D'],"receptors, fc"
"Receptors, Fibrinogen",['D'],"receptors, fibrinogen"
"Receptors, Fibroblast Growth Factor",['D'],"receptors, fibroblast growth factor"
"Receptors, Fibronectin",['D'],"receptors, fibronectin"
"Receptors, Formyl Peptide",['D'],"receptors, formyl peptide"
"Receptors, G-Protein-Coupled",['D'],"receptors, g-protein-coupled"
"Receptors, GABA",['D'],"receptors, gaba"
"Receptors, GABA-A",['D'],"receptors, gaba-a"
"Receptors, GABA-B",['D'],"receptors, gaba-b"
"Receptors, Galanin",['D'],"receptors, galanin"
"Receptors, Gastrointestinal Hormone",['D'],"receptors, gastrointestinal hormone"
"Receptors, Ghrelin",['D'],"receptors, ghrelin"
"Receptors, Glucagon",['D'],"receptors, glucagon"
"Receptors, Glucocorticoid",['D'],"receptors, glucocorticoid"
"Receptors, Glutamate",['D'],"receptors, glutamate"
"Receptors, Glycine",['D'],"receptors, glycine"
"Receptors, Gonadotropin",['D'],"receptors, gonadotropin"
"Receptors, Granulocyte Colony-Stimulating Factor",['D'],"receptors, granulocyte colony-stimulating factor"
"Receptors, Granulocyte-Macrophage Colony-Stimulating Factor",['D'],"receptors, granulocyte-macrophage colony-stimulating factor"
"Receptors, Growth Factor",['D'],"receptors, growth factor"
"Receptors, Guanylate Cyclase-Coupled",['D'],"receptors, guanylate cyclase-coupled"
"Receptors, HIV",['D'],"receptors, hiv"
"Receptors, Histamine",['D'],"receptors, histamine"
"Receptors, Histamine H1",['D'],"receptors, histamine h1"
"Receptors, Histamine H2",['D'],"receptors, histamine h2"
"Receptors, Histamine H3",['D'],"receptors, histamine h3"
"Receptors, Histamine H4",['D'],"receptors, histamine h4"
"Receptors, IgE",['D'],"receptors, ige"
"Receptors, IgG",['D'],"receptors, igg"
"Receptors, Immunologic",['D'],"receptors, immunologic"
"Receptors, Interferon",['D'],"receptors, interferon"
"Receptors, Interleukin",['D'],"receptors, interleukin"
"Receptors, Interleukin-1",['D'],"receptors, interleukin-1"
"Receptors, Interleukin-1 Type I",['D'],"receptors, interleukin-1 type i"
"Receptors, Interleukin-1 Type II",['D'],"receptors, interleukin-1 type ii"
"Receptors, Interleukin-10",['D'],"receptors, interleukin-10"
"Receptors, Interleukin-11",['D'],"receptors, interleukin-11"
"Receptors, Interleukin-12",['D'],"receptors, interleukin-12"
"Receptors, Interleukin-13",['D'],"receptors, interleukin-13"
"Receptors, Interleukin-15",['D'],"receptors, interleukin-15"
"Receptors, Interleukin-16",['D'],"receptors, interleukin-16"
"Receptors, Interleukin-17",['D'],"receptors, interleukin-17"
"Receptors, Interleukin-18",['D'],"receptors, interleukin-18"
"Receptors, Interleukin-2",['D'],"receptors, interleukin-2"
"Receptors, Interleukin-21",['D'],"receptors, interleukin-21"
"Receptors, Interleukin-3",['D'],"receptors, interleukin-3"
"Receptors, Interleukin-4",['D'],"receptors, interleukin-4"
"Receptors, Interleukin-4, Type I",['D'],"receptors, interleukin-4, type i"
"Receptors, Interleukin-4, Type II",['D'],"receptors, interleukin-4, type ii"
"Receptors, Interleukin-5",['D'],"receptors, interleukin-5"
"Receptors, Interleukin-6",['D'],"receptors, interleukin-6"
"Receptors, Interleukin-7",['D'],"receptors, interleukin-7"
"Receptors, Interleukin-8",['D'],"receptors, interleukin-8"
"Receptors, Interleukin-8A",['D'],"receptors, interleukin-8a"
"Receptors, Interleukin-8B",['D'],"receptors, interleukin-8b"
"Receptors, Interleukin-9",['D'],"receptors, interleukin-9"
"Receptors, Invertebrate Peptide",['D'],"receptors, invertebrate peptide"
"Receptors, Ionotropic Glutamate",['D'],"receptors, ionotropic glutamate"
"Receptors, Islet Amyloid Polypeptide",['D'],"receptors, islet amyloid polypeptide"
"Receptors, KIR",['D'],"receptors, kir"
"Receptors, KIR2DL1",['D'],"receptors, kir2dl1"
"Receptors, KIR2DL2",['D'],"receptors, kir2dl2"
"Receptors, KIR2DL3",['D'],"receptors, kir2dl3"
"Receptors, KIR2DL4",['D'],"receptors, kir2dl4"
"Receptors, KIR2DL5",['D'],"receptors, kir2dl5"
"Receptors, KIR3DL1",['D'],"receptors, kir3dl1"
"Receptors, KIR3DL2",['D'],"receptors, kir3dl2"
"Receptors, KIR3DS1",['D'],"receptors, kir3ds1"
"Receptors, Kainic Acid",['D'],"receptors, kainic acid"
"Receptors, Kisspeptin-1",['D'],"receptors, kisspeptin-1"
"Receptors, LDL",['D'],"receptors, ldl"
"Receptors, LH",['D'],"receptors, lh"
"Receptors, LHRH",['D'],"receptors, lhrh"
"Receptors, Laminin",['D'],"receptors, laminin"
"Receptors, Leptin",['D'],"receptors, leptin"
"Receptors, Leukocyte-Adhesion",['D'],"receptors, leukocyte-adhesion"
"Receptors, Leukotriene",['D'],"receptors, leukotriene"
"Receptors, Leukotriene B4",['D'],"receptors, leukotriene b4"
"Receptors, Lipoprotein",['D'],"receptors, lipoprotein"
"Receptors, Lipoxin",['D'],"receptors, lipoxin"
"Receptors, Lymphocyte Homing",['D'],"receptors, lymphocyte homing"
"Receptors, Lysophosphatidic Acid",['D'],"receptors, lysophosphatidic acid"
"Receptors, Lysophospholipid",['D'],"receptors, lysophospholipid"
"Receptors, Lysosphingolipid",['D'],"receptors, lysosphingolipid"
"Receptors, Mating Factor",['D'],"receptors, mating factor"
"Receptors, Melanocortin",['D'],"receptors, melanocortin"
"Receptors, Melatonin",['D'],"receptors, melatonin"
"Receptors, Metabotropic Glutamate",['D'],"receptors, metabotropic glutamate"
"Receptors, Mineralocorticoid",['D'],"receptors, mineralocorticoid"
"Receptors, Mitogen",['D'],"receptors, mitogen"
"Receptors, Muscarinic",['D'],"receptors, muscarinic"
"Receptors, N-Acetylglucosamine",['D'],"receptors, n-acetylglucosamine"
"Receptors, N-Methyl-D-Aspartate",['D'],"receptors, n-methyl-d-aspartate"
"Receptors, NK Cell Lectin-Like",['D'],"receptors, nk cell lectin-like"
"Receptors, Natural Cytotoxicity Triggering",['D'],"receptors, natural cytotoxicity triggering"
"Receptors, Natural Killer Cell",['D'],"receptors, natural killer cell"
